contigName	contigLen	totalAvgDepth	Specific1_Cen01_95.bam	Specific1_Cen01_95.bam-var	Specific1_Cen03_95.bam	Specific1_Cen03_95.bam-var	Specific1_Cen04_95.bam	Specific1_Cen04_95.bam-var	Specific1_Cen05_95.bam	Specific1_Cen05_95.bam-var	Specific1_Cen06_95.bam	Specific1_Cen06_95.bam-var	Specific1_Cen07_95.bam	Specific1_Cen07_95.bam-var	Specific1_Cen10_95.bam	Specific1_Cen10_95.bam-var	Specific1_Cen12_95.bam	Specific1_Cen12_95.bam-var	Specific1_Cen13_95.bam	Specific1_Cen13_95.bam-var	Specific1_Cen14_95.bam	Specific1_Cen14_95.bam-var	Specific1_Cen15_95.bam	Specific1_Cen15_95.bam-var	Specific1_Cen16_95.bam	Specific1_Cen16_95.bam-var	Specific1_Cen17_95.bam	Specific1_Cen17_95.bam-var
PROKKA_00126 hypothetical protein	618	77.5981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.2393	94.5707	7.62179	9.28825	0.794872	1.18128	19.6816	18.8098	0	0
PROKKA_00127 Anaerobic glycerol-3-phosphate dehydrogenase subunit C	1230	64.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6981	20.4132	6.77593	14.2149	1.71944	0.978678	16.1287	14.2902	0.103704	0.0952305
PROKKA_00128 hypothetical protein	423	48.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.4982	42.5845	9.95604	9.22449	4.08791	4.37308	9.71062	3.64676	0	0
PROKKA_00129 hypothetical protein	1296	68.9276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.8935	78.8089	6.85253	7.04649	4.7007	7.17299	19.5628	52.5072	0	0
PROKKA_00130 putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290	981	72.5022	0	0	0	0	0	0	0	0	0	0	0	0	0.361011	0.231623	0	0	41.9567	66.2718	11.0505	4.80681	2.55235	2.4758	19.6017	35.2048	0	0
PROKKA_00131 Chondroitin polymerase	879	62.3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.144	41.5053	7.52538	5.33178	2.1989	2.88067	19.4897	11.9327	0	0
PROKKA_00132 EPS-associated transcriptional regulator, MarR family	591	68.2022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.9546	28.073	9.09297	20.76	4.7415	2.60833	16.7664	16.4975	0	0
PROKKA_00133 hypothetical protein	309	45.4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.717	53.2272	9.06918	5.28525	0.584906	0.244328	11.9371	5.14552	0	0
PROKKA_00134 tRNA-Ser(gct)	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_00135 hypothetical protein	330	67.8376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.2222	64.2818	13.6556	13.2246	1.88889	0.603352	19.1167	9.22296	0	0
PROKKA_00136 hypothetical protein	201	26.8526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8039	0	6.7451	0	0	0	8.52941	0	0	0
PROKKA_00137 hypothetical protein	1047	78.6451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.3322	43.4843	8.67893	11.6703	4.23411	3.17473	19.4348	14.3462	0	0
PROKKA_00138 tRNA-Ser(tga)	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_00139 Serine--tRNA ligase	1302	73.5049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.7795	39.9782	9.74479	9.58684	1.46528	0.932173	16.724	6.74199	0	0
PROKKA_00140 Radical SAM superfamily protein	1014	73.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.6377	50.6419	9.64815	11.7239	2.67824	1.66042	18.9907	9.48444	0	0
PROKKA_00141 putative adenylyltransferase/sulfurtransferase MoeZ	381	58.9198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5541	68.8385	8.35498	8.21924	4.09957	5.47872	14.7403	19.9343	0	0
PROKKA_00142 hypothetical protein	1068	58.0224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0272	87.4526	8.51634	23.8414	3.4488	1.05886	13.2179	12.7723	0	0
PROKKA_00143 periplasmic chaperone	558	64.0827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.826	90.4502	9.08823	12.2431	4.23529	1.67567	13.3701	12.1172	0	0
PROKKA_00144 hypothetical protein	306	43.9786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8462	57.0297	8.04487	2.17316	0.871795	0.11249	8.97436	1.87527	0	0
PROKKA_00145 hypothetical protein	408	64.3985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0581	88.3046	7.43798	0.710057	2.83721	1.36285	12.7054	9.91629	0	0
PROKKA_00146 Vitamin B12-dependent ribonucleotide reductase	5970	76.1247	0	0	0	0	0	0	0	0	0	0	0	0	0.0515464	0.0492022	0.0252577	0.0252759	46.0247	75.0482	9.01546	12.7937	2.97715	3.00279	18.4833	16.3801	0	0
PROKKA_00147 hypothetical protein	372	58.6364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1577	73.7434	10.9505	2.02682	1.58559	0.270922	16.0856	17.432	0	0
PROKKA_00148 hypothetical protein	294	49.9565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.2361	51.2448	4.02778	0.503497	0.652778	0.228244	24.0486	10.261	0	0
PROKKA_00149 muropeptide transporter	1284	57.6143	0	0	0	0	0	0	0	0	0	0	0	0	0.208113	0.164947	0	0	29.3827	39.3795	10.0626	4.71045	1.62522	1.13479	18.0944	15.4243	0	0
PROKKA_00150 hypothetical protein	408	61.6509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9147	91.5291	7.00775	1.33798	2.46124	1.51823	20.5388	19.9154	0	0
PROKKA_00151 Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	1365	73.0521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2889	42.0591	12.7235	9.14407	3.51029	3.13186	15.6107	32.1832	0	0
PROKKA_00152 (Dimethylallyl)adenosine tRNA methylthiotransferase MiaB	1356	74.1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2297	59.9944	8.07794	3.70142	2.22305	1.25029	17.7172	11.6194	0	0
PROKKA_00153 hypothetical protein	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_00154 hypothetical protein	978	64.1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.2041	34.2621	6.907	3.9649	1.51932	0.786345	15.2367	10.7392	0	0
PROKKA_00155 putative 3'-5' exonuclease related to the exonuclease domain of PolB	717	75.8259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.4127	44.4357	11.8995	30.3718	1.58025	0.899815	18.5626	20.5258	0	0
PROKKA_00156 Putative phosphinothricin acetyltransferase YwnH	552	48.6103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.49	19.1313	7.75373	4.71146	0.915423	0.339277	12.6368	6.37649	0	0
PROKKA_00157 8-oxo-dGTP diphosphatase	426	64.0567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2065	52.692	5.61594	2.81269	0	0	24.2681	6.55993	0	0
PROKKA_00158 A/G-specific adenine glycosylase	732	67.2445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.9983	61.8722	3.80756	2.68646	2.83849	2.79533	15.5997	16.5766	0	0
PROKKA_00159 NADH dehydrogenase-like protein	1290	69.5257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.9053	97.1904	10.7447	8.09045	1.85263	1.02996	17.1342	24.9316	0	0
PROKKA_00160 Putative mutator protein MutT4	438	65.5827	0	0	0	0	0	0	0	0	0	0	0	0	0.743056	0.520604	0	0	47.3403	79.241	11.5799	8.39331	2.45486	1.16333	11.3472	5.28977	0	0
PROKKA_00161 DNA polymerase IV	1113	62.5802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5535	37.224	6.65317	4.3788	2.19315	1.49262	18.4299	10.1851	0	0
PROKKA_00162 hypothetical protein	186	16.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9444	0	3.88889	0	1.25	0	10.4444	0	0	0
PROKKA_00163 hypothetical protein	507	49.3086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.4314	38.8235	6.82073	6.77479	2.65826	1.18914	15.1793	14.5763	0	0
PROKKA_00164 hypothetical protein	213	32.4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.1905	0.404505	5.90476	0	2.77778	0	8.44444	0.015873	0	0
PROKKA_00165 Hypoxic response protein 1	438	50.2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0312	46.6511	5.15972	5.9181	4.02083	6.04878	12.0556	5.50271	0	0
PROKKA_00166 prolyl-tRNA synthetase	486	63.1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7857	25.9323	8.49702	5.57512	0.303571	0.212047	22.0744	8.31981	0	0
PROKKA_00167 hypothetical protein	219	24.4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7536	0	4.5942	0.104007	1	0	7.31884	0.331629	0	0
PROKKA_00168 Gcv operon repressor	549	53.3768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2381	21.9189	8.79198	3.29215	2.38346	1.03771	14.594	5.6281	0	0
PROKKA_00169 Peptide deformylase 2	501	60.2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.5071	38.6992	11.2279	3.27805	2.53276	0.641237	15.9202	6.06336	0	0
PROKKA_00170 putative exosortase-associated protein	360	52.8912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.719	81.7599	4.84286	3.62543	2.48095	3.68624	14.5667	6.78978	0	0
PROKKA_00171 Apolipoprotein N-acyltransferase	1608	72.777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8018	36.5239	7.28258	4.89822	1.95405	1.32443	19.4664	39.3098	0	0
PROKKA_00172 Peptide chain release factor 2	1038	71.5098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0169	34.5306	8.18581	9.20515	2.94932	1.51131	19.1453	9.91371	0	0
PROKKA_00173 Lysine--tRNA ligase	1479	68.3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9759	90.3754	8.10083	6.33778	2.82844	4.3819	22.2566	13.2128	0	0
PROKKA_00174 Lipoprotein-releasing system transmembrane protein LolE	1278	71.2222	0	0	0	0	0	0	0	0	0	0	0	0	0.267731	0.384338	0	0	43.6179	136.797	11.2775	12.1816	1.92553	3.94188	16.3191	11.4821	0	0
PROKKA_00175 Lipoprotein-releasing system ATP-binding protein LolD	687	65.9464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.6201	54.4379	9.22533	1.82673	0.986965	1.20891	15.365	14.0153	0	0
PROKKA_00176 hypothetical protein	1140	61.0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.9475	36.804	6.83232	7.25179	1.91313	2.1845	17.4626	17.0901	0	0
PROKKA_00177 hypothetical protein	609	66.8577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1939	47.8078	5.78214	1.80802	3.81481	1.6927	21.1089	18.8235	0	0
PROKKA_00178 Signal transduction protein containing GAF and PtsI domains	1035	59.203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2881	66.643	8.32994	6.39079	3.49379	3.78785	15.4068	11.3293	0	0
PROKKA_00179 Tryptophan synthase alpha chain	876	63.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0096	24.3293	9.89669	14.3255	0.414601	0.287412	19.0275	6.48387	0	0
PROKKA_00180 Tryptophan synthase beta chain	1194	67.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0632	77.3761	11.5795	12.6652	2.46743	3.02224	18.2663	34.4759	0	0
PROKKA_00181 N-(5'-phosphoribosyl)anthranilate isomerase	639	64.9599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.5072	63.4305	9.69325	7.00524	2.86299	1.22958	15.4949	7.84571	0	0
PROKKA_00182 hypothetical protein	312	40.5462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.358	73.3745	4.1358	1.3775	0	0	9.71605	6.56944	0	0
PROKKA_00183 Indole-3-glycerol phosphate synthase	822	77.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.4688	29.683	10.058	19.2649	2.37946	0.577688	23.2693	26.4247	0	0
PROKKA_00184 Anthranilate phosphoribosyltransferase	1011	70.2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.0592	38.6384	9.06969	4.82583	3.58653	1.75295	19.3659	33.2014	0	0
PROKKA_00185 Para-aminobenzoate synthase glutamine amidotransferase component II	555	71.5444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.6741	57.896	7.2321	3.98953	1.51852	2.21927	20.2346	6.90901	0	0
PROKKA_00186 Tyrosine-protein kinase YwqD	582	71.5771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.9745	34.8075	11.0394	26.3636	2.84491	0.860743	18.4537	13.4012	0	0
PROKKA_00187 Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase	1044	73.0248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.3456	33.0229	10.5951	5.0525	4.77069	7.51846	14.1409	20.6564	0	0
PROKKA_00188 Bifunctional xylanase/deacetylase precursor	963	67.5318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.5892	68.9489	5.64822	7.32954	1.64822	1.54554	15.5215	18.0163	0	0
PROKKA_00189 DNA/pantothenate metabolism flavoprotein	444	66.0529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1088	94.9373	8.66327	6.46952	2.64286	2.71445	17.415	5.85508	0	0
PROKKA_00190 type IV pilus biogenesis/stability protein PilW	639	64.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.773	36.5502	8.44581	2.34205	1.23108	0.255917	17.1063	10.7463	0	0
PROKKA_00191 3-dehydroquinate dehydratase	507	72.7091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.4034	26.7254	6.41737	2.19452	3.81793	3.15707	24.1204	27.7794	0	0
PROKKA_00192 Elongation factor P	561	56.5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7275	206.792	5.76642	1.56604	4.47689	2.72616	13.3893	11.513	0	0
PROKKA_00193 Alcohol dehydrogenase	1032	69.2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.8537	114.713	6.94444	18.2644	2.51587	3.4393	15.6281	48.5177	0	0
PROKKA_00194 Hypoxic response protein 1	402	68.8414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7817	32.3943	7.6746	6.42118	1.43254	0.415653	30.4087	40.0833	0	0
PROKKA_00195 Molybdenum cofactor biosynthesis protein B	459	54.1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.5663	22.6035	8.94498	2.44296	2.16181	0.382824	17.5469	24.5166	0	0
PROKKA_00196 Shethna protein I	327	48.6354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1299	111.375	13.2147	8.90562	2.64407	1.7882	10.1582	6.98794	0	0
PROKKA_00197 hypothetical protein	444	63.8893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.3844	45.6446	8.44218	13.8198	4.9966	0.614334	12.5884	3.98338	0	0
PROKKA_00198 hypothetical protein	867	69.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.198	126.198	9.12552	8.23289	3.25802	4.86373	16.9247	49.7722	0	0
PROKKA_00199 hypothetical protein	495	44.9745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5246	80.5793	7.29565	16.3484	0.988406	0.116246	11.6783	8.43134	0	0
PROKKA_00200 Carbazole 1,9a-dioxygenase, ferredoxin component	321	52.3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.462	62.6848	11.7427	3.74641	2.67251	0.295218	9.07018	2.81761	0	0
PROKKA_00201 HNH endonuclease	546	56.6584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.4167	75.5915	10.6566	10.0811	2.11111	0.801662	14.4268	5.81443	0	0
PROKKA_00202 Cytochrome c biogenesis factor	453	72.7485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.1881	24.7585	7.65677	3.30556	4.69967	2.71158	21.5149	11.4534	0	0
PROKKA_00203 Precorrin-2 dehydrogenase	630	63.4144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.5208	50.7808	8.76458	3.01982	3.5125	2.03027	21.1896	51.17	0	0
PROKKA_00204 hypothetical protein	309	48.6738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.327	33.5019	8.48428	3.04857	1.43396	0.715548	16.0252	5.96044	0	0
PROKKA_00205 hypothetical protein	255	45.4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6762	46.5583	5.27619	1.96209	0	0	16.4762	4.0434	0	0
PROKKA_00206 hypothetical protein	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_00207 hypothetical protein	318	56.7035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9762	44.4635	9.0119	4.08154	3.16071	0.685736	10.2381	3.17276	0	0
PROKKA_00208 hypothetical protein	1017	74.1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.2987	37.6632	9.46943	19.5228	4.61592	6.7669	17.7393	14.2395	0	0
PROKKA_00209 hypothetical protein	780	83.6604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.2444	114.279	10.5333	5.14784	3.5873	3.81585	19.8921	19.2348	0	0
PROKKA_00210 virulence factor Mce family protein	978	72.5503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.215	71.1599	11.1171	23.3844	1.90821	0.994047	17.343	37.8398	0	0
PROKKA_00211 Glycine betaine/carnitine transport ATP-binding protein GbuA	768	59.899	0.423948	0.487973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.1667	23.145	8.38511	10.2857	2.53074	2.92044	12.7476	10.8911	0	0
PROKKA_00212 putative phospholipid ABC transporter permease protein MlaE	744	70.9878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.7357	32.4313	8.91582	6.3482	3.89226	3.28621	22.5808	45.5526	0	0
PROKKA_00213 Alanine racemase	1149	65.1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3544	23.5193	8.75175	23.783	2.85485	4.53413	18.4434	29.4739	0	0
PROKKA_00214 Ribosome-releasing factor	570	61.6191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0881	37.6129	8.75476	14.1425	2.76667	1.8196	17.0881	30.2854	0	0
PROKKA_00215 Uridylate kinase	726	61.2988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8507	35.5015	9.28819	9.45147	5.23264	7.56432	20.6111	21.7829	0	0
PROKKA_00216 Elongation factor Ts	597	66.8293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.4049	36.376	12.3624	6.37127	3.13199	1.08385	19.1051	13.3507	0	0
PROKKA_00217 Vegetative protein 209	789	63.0092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.9468	102.464	7.58842	7.29484	0.752739	0.262269	20.1346	37.4039	0	0
PROKKA_00218 Arginine biosynthesis bifunctional protein ArgJ	1221	60.1828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.3856	40.0566	6.32213	11.3629	1.44444	2.60186	16.9757	18.4824	0	0
PROKKA_00219 N-acetyl-gamma-glutamyl-phosphate reductase	1095	71.0605	0	0	0	0	0	0	0	0	0	0	0	0	0.318519	0.351156	0	0	43.0127	61.2212	6.86772	8.87644	2.17989	1.03174	21.2847	27.6221	0	0
PROKKA_00220 hypothetical protein	393	73.5838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.7325	67.9284	12.9877	7.07411	0.617284	0.236234	16.7284	12.2804	0	0
PROKKA_00221 50S ribosomal protein L13	429	71.3932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.828	71.9244	8.50896	9.42004	4.36918	1.50803	19.5448	10.2517	0	0
PROKKA_00222 hypothetical protein	477	66.4518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.2783	40.3459	10.5596	7.1623	2.76147	1.45337	15.8869	13.2996	0	0
PROKKA_00223 hypothetical protein	456	75.8744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.768	53.3967	10.1176	8.48442	3.53922	1.41558	26.0327	29.7081	0	0
PROKKA_00224 putative Fe(2+)-trafficking protein	279	54.622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.9457	35.2414	7.13953	2.15601	2.79845	0.157461	12.3953	3.61713	0	0
PROKKA_00225 tRNA-Leu(caa)	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROKKA_00226 hypothetical protein	732	64.2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.555	74.5219	9.28179	7.90976	1.01718	0.503639	20.232	10.6656	0	0
PROKKA_00227 Sulfurtransferase TusA	264	27.4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8684	12.064	8.54386	1.45451	1.76316	0.177612	6.64035	1.02973	0	0
PROKKA_00228 Ribosomal RNA small subunit methyltransferase I	765	64.1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2423	35.2174	9.82276	10.1369	2.73171	0.538084	15.9902	35.381	0	0
PROKKA_00229 Cytochrome c biogenesis protein CcsA	804	64.2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7171	57.0518	10.9281	17.7411	2.66055	2.23685	16.3394	9.9375	0	0
PROKKA_00230 Glutamyl-tRNA reductase	1413	60.7345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5542	63.2303	7.92003	10.4611	2.74505	3.78614	16.0602	8.59866	0.119557	0.105348
PROKKA_00231 hypothetical protein	327	43.9193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.5254	44.096	6.87006	4.65858	2.66102	0.482473	6.45198	1.25058	0	0
PROKKA_00232 Porphobilinogen deaminase	963	74.5928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.2595	53.8043	7.81427	19.1146	0.926199	1.05895	18.7688	10.5227	0	0
PROKKA_00233 Uroporphyrinogen-III C-methyltransferase	1566	74.6166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.6744	36.9973	8.58121	6.58494	3.13065	4.70565	18.0544	22.8697	0	0
PROKKA_00234 Hypoxic response protein 1	393	63.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.8436	85.971	7.26749	2.24746	3.85597	6.37312	14.823	1.69027	0	0
PROKKA_00235 Delta-aminolevulinic acid dehydratase	972	78.8464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.7713	39.0327	8.35158	5.41321	3.44404	5.04672	17.5998	44.166	0	0
PROKKA_00236 Riboflavin biosynthesis protein RibF	957	63.6954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.9145	86.3552	8.1487	3.03418	1.0855	0.691397	18.2788	29.0224	0	0
PROKKA_00237 tRNA(Ile)-lysidine synthase	1512	70.3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.4317	71.3665	10.8172	14.8091	2.75918	3.41657	19.1211	24.333	0	0
PROKKA_00238 Hypoxanthine phosphoribosyltransferase	540	69.7243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2154	36.2336	12.7974	20.1853	2.48718	0.526591	22.4128	13.5699	0	0
PROKKA_00239 ATP-dependent zinc metalloprotease FtsH	1815	67.6312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5285	61.0295	10.355	6.64958	2.42643	2.03525	17.7273	25.9563	0	0
PROKKA_00240 Dihydropteroate synthase	915	58.9158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.7712	92.2146	7.88366	13.2837	2.27712	1.35585	14.6497	10.7163	0	0
PROKKA_00241 Phosphoglucosamine mutase	1350	74.0109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1667	36.8939	10.5942	13.5319	1.99	1.73311	18.395	46.0042	0	0
PROKKA_00242 ComEC family competence protein	2541	61.5295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2254	48.4191	9.15182	12.4637	2.99164	4.13762	16.0514	21.8118	0	0
PROKKA_00243 hypothetical protein	177	9.67291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.037	0	2.88889	0	1.55556	0	3.59259	0	0	0
PROKKA_00244 Cyclic di-GMP phosphodiesterase response regulator RpfG	1011	72.5591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1289	139.099	8.36353	9.35301	1.82927	1.43554	19.1545	45.6547	0	0
PROKKA_00245 polysaccharide export protein Wza	786	73.5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.1651	45.501	10.1368	25.0051	3.11478	2.17313	22.0849	27.1373	0	0
PROKKA_00246 Tyrosine-protein kinase YwqD	2142	81.003	0	0	0	0	0	0	0	0	0	0	0	0	0.151606	0.193978	0	0	51.121	45.6739	10.5994	9.2309	2.37801	2.02865	18.1606	38.3461	0	0
PROKKA_00247 putative O-glycosylation ligase, exosortase A-associated	1380	71.2778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8179	46.1911	6.77073	4.23967	4.29187	5.12344	19.4033	15.0485	0	0
PROKKA_00248 colanic acid exporter	1437	61.9166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0622	74.9487	9.34499	18.859	3.80342	3.72677	16.3714	24.4152	0	0
PROKKA_00249 Methyltransferase domain protein	759	73.0452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6437	42.0541	9.02135	3.77385	3.78489	7.26729	23.7471	29.5793	0	0
PROKKA_00250 GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	1152	61.7114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.476	43.4324	9.76447	11.403	2.03792	4.30703	15.5649	19.2508	0	0
PROKKA_00251 GDP-mannose-dependent alpha-(1-2)-phosphatidylinositol mannosyltransferase	1179	71.4347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.8669	69.6035	7.41788	8.22468	2.66764	1.89404	15.8853	12.3944	0	0
PROKKA_00252 Putative glycosyltransferase EpsH	1035	59.4281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.5718	113.416	7.06215	3.58946	3.27797	3.684	17.8407	29.5729	0	0
PROKKA_00253 mycofactocin system glycosyltransferase	1014	54.6285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6065	46.0032	10.8831	7.4944	2.82639	1.35722	15.5012	16.1351	0	0
